type,month,crop,variety,county,town
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,甲仙區
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,桃源區
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,東河鄉
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,池上鄉
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,海端鄉
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,卑南鄉
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,延平鄉
水果,4,青梅,桃形梅、胭脂梅、長藤、萬山,花蓮縣,富里鄉
水果,5,芒果,在來種,台南市,大內區
水果,5,芒果,在來種,台南市,玉井區
水果,5,芒果,在來種,台南市,南化區
水果,5,芒果,在來種,台南市,楠西區
水果,5,芒果,在來種,屏東縣,新埤鄉
水果,5,芒果,在來種,屏東縣,鹽埔鄉
水果,5,芒果,在來種,屏東縣,高樹鄉
水果,5,芒果,愛文、聖心、金煌、金興,台南市,楠西區
水果,5,芒果,愛文、聖心、金煌、金興,台南市,玉井區
水果,5,芒果,愛文、聖心、金煌、金興,台南市,大內區
水果,5,芒果,愛文、聖心、金煌、金興,台南市,南化區
水果,5,芒果,愛文、聖心、金煌、金興,台南市,官田區
水果,5,芒果,愛文、聖心、金煌、金興,高雄市,六龜區
水果,5,芒果,愛文、聖心、金煌、金興,屏東縣,枋寮鄉
水果,5,芒果,愛文、聖心、金煌、金興,屏東縣,枋山鄉
水果,5,枇杷,茂木種,台中市,新社區
水果,5,枇杷,茂木種,台中市,太平區
水果,5,高接梨,新興、豐水、幸水,苗栗縣,卓蘭鎮
水果,5,高接梨,新興、豐水、幸水,苗栗縣,三灣鄉
水果,5,高接梨,新興、豐水、幸水,苗栗縣,大湖鄉
水果,5,高接梨,新興、豐水、幸水,台中市,后里區
水果,5,高接梨,新興、豐水、幸水,台中市,石岡區
水果,5,高接梨,新興、豐水、幸水,台中市,新社區
水果,5,高接梨,新興、豐水、幸水,台中市,東勢區
水果,5,高接梨,新興、豐水、幸水,嘉義縣,竹崎鄉
水果,5,高接梨,新興、豐水、幸水,宜蘭縣,三星鄉
水果,5,高接梨,新興、豐水、幸水,宜蘭縣,冬山鄉
水果,5,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,5,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,5,番石榴,珍珠種、世紀種,台南市,楠西區
水果,5,番石榴,珍珠種、世紀種,台南市,玉井區
水果,5,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,5,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,5,番石榴,珍珠種、世紀種,高雄市,大社區
水果,5,水蜜桃,白鳳,桃園縣,復興鄉
水果,5,水蜜桃,白鳳,新竹縣,五峰鄉
水果,5,水蜜桃,白鳳,台中市,和平區
水果,5,水蜜桃,白鳳,南投縣,仁愛鄉
水果,5,椰子,高幹晚生及低幹早生,高雄市,旗山區
水果,5,椰子,高幹晚生及低幹早生,高雄市,美濃區
水果,5,椰子,高幹晚生及低幹早生,屏東縣,恆春鎮
水果,5,椰子,高幹晚生及低幹早生,屏東縣,高樹鄉
水果,5,椰子,高幹晚生及低幹早生,屏東縣,鹽埔鄉
水果,5,椰子,高幹晚生及低幹早生,屏東縣,長治鄉
水果,5,椰子,高幹晚生及低幹早生,台東縣,卑南鄉
水果,5,椰子,高幹晚生及低幹早生,台東縣,太麻里鄉
水果,5,椰子,高幹晚生及低幹早生,台東縣,成功鄉
水果,5,椰子,高幹晚生及低幹早生,台東縣,東河鄉
水果,5,荔枝,三月紅及玉荷包,高雄市,旗山區
水果,5,荔枝,三月紅及玉荷包,高雄市,大樹區
水果,5,蓮霧,粉紅種及大粒種,高雄市,六龜區
水果,5,蓮霧,粉紅種及大粒種,屏東縣,麟洛鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,長治鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,內埔鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,潮州鎮
水果,5,蓮霧,粉紅種及大粒種,屏東縣,鹽埔鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,高樹鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,枋寮鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,佳冬鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,新埤鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,南州鄉
水果,5,蓮霧,粉紅種及大粒種,屏東縣,林邊鄉
水果,5,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,5,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,5,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,5,香蕉,北蕉及新北蕉,南投縣,南投市
水果,5,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,5,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,5,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,5,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,5,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,5,木瓜,台農2號,南投縣,草屯鎮
水果,5,木瓜,台農2號,雲林縣,林內鄉
水果,5,木瓜,台農2號,嘉義縣,中埔鄉
水果,5,木瓜,台農2號,台南市,南化區
水果,5,木瓜,台農2號,台南市,大內區
水果,5,木瓜,台農2號,台南市,玉井區
水果,5,木瓜,台農2號,台南市,楠西區
水果,5,木瓜,台農2號,高雄市,美濃區
水果,5,木瓜,台農2號,屏東縣,高樹鄉
水果,5,木瓜,台農2號,屏東縣,萬巒鄉
水果,5,木瓜,台農2號,屏東縣,長治鄉
水果,5,木瓜,台農2號,屏東縣,新埤鄉
水果,5,鳳梨,"台農4,6,13,17號",嘉義縣,民雄鄉
水果,5,鳳梨,"台農4,6,13,17號",台南市,新化區
水果,5,鳳梨,"台農4,6,13,17號",台南市,關廟區
水果,5,鳳梨,"台農4,6,13,17號",台南市,山上區
水果,5,鳳梨,"台農4,6,13,17號",高雄市,大樹區
水果,5,鳳梨,"台農4,6,13,17號",屏東縣,新埤鄉
水果,5,鳳梨,"台農4,6,13,17號",屏東縣,內埔鄉
水果,5,鳳梨,"台農4,6,13,17號",屏東縣,萬巒鄉
水果,5,鳳梨,"台農4,6,13,17號",屏東縣,高樹鄉
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",嘉義縣,民雄鄉
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,關廟區
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,山上區
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,新化區
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",高雄市,大樹區
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,高樹鄉
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,萬巒鄉
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,內埔鄉
水果,5,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,新埤鄉
水果,5,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,大湖鄉
水果,5,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,泰安鄉
水果,5,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,三義鄉
水果,5,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,5,葡萄,巨峰,台中市,新社區
水果,5,葡萄,巨峰,台中市,石岡區
水果,5,葡萄,巨峰,台中市,東勢區
水果,5,葡萄,巨峰,台中市,豐原區
水果,5,葡萄,巨峰,彰化縣,員林鎮
水果,5,葡萄,巨峰,彰化縣,埔心鄉
水果,5,葡萄,巨峰,彰化縣,大村鄉
水果,5,葡萄,巨峰,彰化縣,溪湖鎮
水果,5,葡萄,巨峰,南投縣,竹山鎮
水果,5,葡萄,巨峰,南投縣,信義鄉
水果,5,葡萄,巨峰,南投縣,水里鄉
水果,5,葡萄,蜜紅,彰化縣,埔心鄉
水果,5,葡萄,蜜紅,彰化縣,大村鄉
水果,5,甜蜜桃,台農1號,苗栗縣,大湖鄉
水果,5,甜蜜桃,台農1號,苗栗縣,卓蘭鎮
水果,5,甜蜜桃,台農1號,台中市,東勢區
水果,5,甜蜜桃,台農1號,台中市,石岡區
水果,5,甜蜜桃,台農1號,台中市,新社區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台中市,和平區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,南投縣,信義鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,南投縣,水里鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,南投縣,中寮鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,南投縣,仁愛鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,南投縣,國姓鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台南市,楠西區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,那瑪夏區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,六龜區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,甲仙區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,高雄市,桃源區
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,海端鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,池上鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,東河鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,卑南鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,台東縣,延平鄉
水果,5,青梅,桃形梅、胭脂梅、長藤、萬山,花蓮縣,富里鄉
水果,6,芒果,在來種,台南市,大內區
水果,6,芒果,在來種,台南市,玉井區
水果,6,芒果,在來種,台南市,楠西區
水果,6,芒果,在來種,台南市,南化區
水果,6,芒果,在來種,屏東縣,新埤鄉
水果,6,芒果,在來種,屏東縣,鹽埔鄉
水果,6,芒果,在來種,屏東縣,高樹鄉
水果,6,芒果,愛文、聖心、金煌、金興,台南市,楠西區
水果,6,芒果,愛文、聖心、金煌、金興,台南市,玉井區
水果,6,芒果,愛文、聖心、金煌、金興,台南市,官田區
水果,6,芒果,愛文、聖心、金煌、金興,台南市,南化區
水果,6,芒果,愛文、聖心、金煌、金興,台南市,大內區
水果,6,芒果,愛文、聖心、金煌、金興,高雄市,六龜區
水果,6,芒果,愛文、聖心、金煌、金興,屏東縣,枋山鄉
水果,6,芒果,愛文、聖心、金煌、金興,屏東縣,枋寮鄉
水果,6,高接梨,新興、豐水、幸水,苗栗縣,卓蘭鎮
水果,6,高接梨,新興、豐水、幸水,苗栗縣,三灣鄉
水果,6,高接梨,新興、豐水、幸水,苗栗縣,大湖鄉
水果,6,高接梨,新興、豐水、幸水,台中市,新社區
水果,6,高接梨,新興、豐水、幸水,台中市,東勢區
水果,6,高接梨,新興、豐水、幸水,台中市,石岡區
水果,6,高接梨,新興、豐水、幸水,台中市,后里區
水果,6,高接梨,新興、豐水、幸水,嘉義縣,竹崎鄉
水果,6,高接梨,新興、豐水、幸水,宜蘭縣,冬山鄉
水果,6,高接梨,新興、豐水、幸水,宜蘭縣,三星鄉
水果,6,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,6,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,6,番石榴,珍珠種、世紀種,台南市,玉井區
水果,6,番石榴,珍珠種、世紀種,台南市,楠西區
水果,6,番石榴,珍珠種、世紀種,高雄市,大社區
水果,6,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,6,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,6,水蜜桃,白鳳,桃園縣,復興鄉
水果,6,水蜜桃,白鳳,新竹縣,五峰鄉
水果,6,水蜜桃,白鳳,台中市,和平區
水果,6,水蜜桃,白鳳,南投縣,仁愛鄉
水果,6,椰子,高幹晚生及低幹早生,高雄市,旗山區
水果,6,椰子,高幹晚生及低幹早生,高雄市,美濃區
水果,6,椰子,高幹晚生及低幹早生,屏東縣,恆春鎮
水果,6,椰子,高幹晚生及低幹早生,屏東縣,高樹鄉
水果,6,椰子,高幹晚生及低幹早生,屏東縣,鹽埔鄉
水果,6,椰子,高幹晚生及低幹早生,屏東縣,長治鄉
水果,6,椰子,高幹晚生及低幹早生,台東縣,太麻里鄉
水果,6,椰子,高幹晚生及低幹早生,台東縣,卑南鄉
水果,6,椰子,高幹晚生及低幹早生,台東縣,成功鄉
水果,6,椰子,高幹晚生及低幹早生,台東縣,東河鄉
水果,6,荔枝,三月紅及玉荷包,高雄市,旗山區
水果,6,荔枝,三月紅及玉荷包,高雄市,大樹區
水果,6,荔枝,黑葉,新竹市,香山區
水果,6,荔枝,黑葉,台中市,神岡區
水果,6,荔枝,黑葉,台中市,太平區
水果,6,荔枝,黑葉,台中市,霧峰區
水果,6,荔枝,黑葉,彰化縣,芬園鄉
水果,6,荔枝,黑葉,彰化縣,彰化市
水果,6,荔枝,黑葉,南投縣,草屯鎮
水果,6,荔枝,黑葉,南投縣,南投市
水果,6,荔枝,黑葉,嘉義縣,竹崎鄉
水果,6,荔枝,黑葉,高雄市,大樹區
水果,6,荔枝,黑葉,高雄市,旗山區
水果,6,荔枝,黑葉,高雄市,杉林區
水果,6,荔枝,糯米茲及淮荔,台中市,太平區
水果,6,荔枝,糯米茲及淮荔,南投縣,南投市
水果,6,荔枝,糯米茲及淮荔,南投縣,集集鎮
水果,6,荔枝,糯米茲及淮荔,南投縣,水里鄉
水果,6,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,6,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,6,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,6,香蕉,北蕉及新北蕉,南投縣,南投市
水果,6,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,6,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,6,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,6,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,6,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,6,木瓜,台農2號,南投縣,草屯鎮
水果,6,木瓜,台農2號,雲林縣,林內鄉
水果,6,木瓜,台農2號,嘉義縣,中埔鄉
水果,6,木瓜,台農2號,台南市,大內區
水果,6,木瓜,台農2號,台南市,玉井區
水果,6,木瓜,台農2號,台南市,南化區
水果,6,木瓜,台農2號,台南市,楠西區
水果,6,木瓜,台農2號,高雄市,美濃區
水果,6,木瓜,台農2號,屏東縣,新埤鄉
水果,6,木瓜,台農2號,屏東縣,高樹鄉
水果,6,木瓜,台農2號,屏東縣,長治鄉
水果,6,木瓜,台農2號,屏東縣,萬巒鄉
水果,6,鳳梨,"台農4,6,13,17號",彰化縣,芬園鄉
水果,6,鳳梨,"台農4,6,13,17號",南投縣,名間鄉
水果,6,鳳梨,"台農4,6,13,17號",雲林縣,古坑鄉
水果,6,鳳梨,"台農4,6,13,17號",嘉義縣,民雄鄉
水果,6,鳳梨,"台農4,6,13,17號",台南市,關廟區
水果,6,鳳梨,"台農4,6,13,17號",台南市,山上區
水果,6,鳳梨,"台農4,6,13,17號",台南市,新化區
水果,6,鳳梨,"台農4,6,13,17號",高雄市,大樹區
水果,6,鳳梨,"台農4,6,13,17號",屏東縣,萬巒鄉
水果,6,鳳梨,"台農4,6,13,17號",屏東縣,內埔鄉
水果,6,鳳梨,"台農4,6,13,17號",屏東縣,高樹鄉
水果,6,鳳梨,"台農4,6,13,17號",屏東縣,新埤鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",彰化縣,芬園鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",南投縣,名間鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",雲林縣,古坑鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",嘉義縣,民雄鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,新化區
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,山上區
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,關廟區
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",高雄市,大樹區
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,高樹鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,萬巒鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,內埔鄉
水果,6,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,新埤鄉
水果,6,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,大湖鄉
水果,6,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,泰安鄉
水果,6,李,紅肉李、泰安李、沙連李、桃接李、杏菜李,苗栗縣,三義鄉
水果,6,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,6,葡萄,巨峰,台中市,豐原區
水果,6,葡萄,巨峰,台中市,石岡區
水果,6,葡萄,巨峰,台中市,東勢區
水果,6,葡萄,巨峰,台中市,新社區
水果,6,葡萄,巨峰,彰化縣,員林鎮
水果,6,葡萄,巨峰,彰化縣,埔心鄉
水果,6,葡萄,巨峰,彰化縣,溪湖鎮
水果,6,葡萄,巨峰,彰化縣,大村鄉
水果,6,葡萄,巨峰,南投縣,竹山鎮
水果,6,葡萄,巨峰,南投縣,水里鄉
水果,6,葡萄,巨峰,南投縣,信義鄉
水果,6,葡萄,蜜紅,彰化縣,大村鄉
水果,6,葡萄,蜜紅,彰化縣,埔心鄉
水果,6,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,麻豆區
水果,6,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,佳里區
水果,6,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,大內區
水果,7,芒果,愛文、聖心、金煌、金興,台南市,大內區
水果,7,芒果,愛文、聖心、金煌、金興,台南市,官田區
水果,7,芒果,愛文、聖心、金煌、金興,台南市,南化區
水果,7,芒果,愛文、聖心、金煌、金興,台南市,玉井區
水果,7,芒果,愛文、聖心、金煌、金興,台南市,楠西區
水果,7,芒果,愛文、聖心、金煌、金興,高雄市,六龜區
水果,7,芒果,愛文、聖心、金煌、金興,屏東縣,枋山鄉
水果,7,芒果,愛文、聖心、金煌、金興,屏東縣,枋寮鄉
水果,7,番荔枝,大麟種、軟枝種,台南市,歸仁區
水果,7,番荔枝,大麟種、軟枝種,台東縣,太麻里鄉
水果,7,番荔枝,大麟種、軟枝種,台東縣,東河鄉
水果,7,番荔枝,大麟種、軟枝種,台東縣,台東市
水果,7,番荔枝,大麟種、軟枝種,台東縣,卑南鄉
水果,7,番荔枝,鳳梨釋迦,台東縣,台東市
水果,7,番荔枝,鳳梨釋迦,台東縣,卑南鄉
水果,7,番荔枝,鳳梨釋迦,台東縣,東河鄉
水果,7,番荔枝,鳳梨釋迦,台東縣,太麻里鄉
水果,7,龍眼,青殼、紅殼、粉殼,台中市,霧峰區
水果,7,龍眼,青殼、紅殼、粉殼,台中市,太平區
水果,7,龍眼,青殼、紅殼、粉殼,台中市,大里區
水果,7,龍眼,青殼、紅殼、粉殼,南投縣,南投市
水果,7,龍眼,青殼、紅殼、粉殼,南投縣,中寮鄉
水果,7,龍眼,青殼、紅殼、粉殼,嘉義縣,竹崎鄉
水果,7,龍眼,青殼、紅殼、粉殼,台南市,南化區
水果,7,龍眼,青殼、紅殼、粉殼,台南市,龍崎區
水果,7,龍眼,青殼、紅殼、粉殼,台南市,東山區
水果,7,龍眼,青殼、紅殼、粉殼,台南市,六甲區
水果,7,龍眼,青殼、紅殼、粉殼,台南市,楠西區
水果,7,龍眼,青殼、紅殼、粉殼,高雄市,內門區
水果,7,龍眼,青殼、紅殼、粉殼,高雄市,田寮區
水果,7,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,7,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,7,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,7,高接梨,新興、豐水、幸水,苗栗縣,卓蘭鎮
水果,7,高接梨,新興、豐水、幸水,苗栗縣,三灣鄉
水果,7,高接梨,新興、豐水、幸水,苗栗縣,大湖鄉
水果,7,高接梨,新興、豐水、幸水,台中市,后里區
水果,7,高接梨,新興、豐水、幸水,台中市,石岡區
水果,7,高接梨,新興、豐水、幸水,台中市,新社區
水果,7,高接梨,新興、豐水、幸水,台中市,東勢區
水果,7,高接梨,新興、豐水、幸水,嘉義縣,竹崎鄉
水果,7,高接梨,新興、豐水、幸水,宜蘭縣,三星鄉
水果,7,高接梨,新興、豐水、幸水,宜蘭縣,冬山鄉
水果,7,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,7,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,7,番石榴,珍珠種、世紀種,台南市,楠西區
水果,7,番石榴,珍珠種、世紀種,台南市,玉井區
水果,7,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,7,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,7,番石榴,珍珠種、世紀種,高雄市,大社區
水果,7,水蜜桃,白鳳,桃園縣,復興鄉
水果,7,水蜜桃,白鳳,新竹縣,五峰鄉
水果,7,水蜜桃,白鳳,台中市,和平區
水果,7,水蜜桃,白鳳,南投縣,仁愛鄉
水果,7,椰子,高幹晚生及低幹早生,高雄市,旗山區
水果,7,椰子,高幹晚生及低幹早生,高雄市,美濃區
水果,7,椰子,高幹晚生及低幹早生,屏東縣,恆春鎮
水果,7,椰子,高幹晚生及低幹早生,屏東縣,長治鄉
水果,7,椰子,高幹晚生及低幹早生,屏東縣,高樹鄉
水果,7,椰子,高幹晚生及低幹早生,屏東縣,鹽埔鄉
水果,7,椰子,高幹晚生及低幹早生,台東縣,卑南鄉
水果,7,椰子,高幹晚生及低幹早生,台東縣,成功鄉
水果,7,椰子,高幹晚生及低幹早生,台東縣,東河鄉
水果,7,椰子,高幹晚生及低幹早生,台東縣,太麻里鄉
水果,7,荔枝,黑葉,新竹市,香山區
水果,7,荔枝,黑葉,台中市,神岡區
水果,7,荔枝,黑葉,台中市,霧峰區
水果,7,荔枝,黑葉,台中市,太平區
水果,7,荔枝,黑葉,彰化縣,芬園鄉
水果,7,荔枝,黑葉,彰化縣,彰化市
水果,7,荔枝,黑葉,南投縣,草屯鎮
水果,7,荔枝,黑葉,南投縣,南投市
水果,7,荔枝,黑葉,嘉義縣,竹崎鄉
水果,7,荔枝,黑葉,高雄市,杉林區
水果,7,荔枝,黑葉,高雄市,旗山區
水果,7,荔枝,黑葉,高雄市,大樹區
水果,7,荔枝,糯米茲及淮荔,台中市,太平區
水果,7,荔枝,糯米茲及淮荔,南投縣,南投市
水果,7,荔枝,糯米茲及淮荔,南投縣,集集鎮
水果,7,荔枝,糯米茲及淮荔,南投縣,水里鄉
水果,7,檸檬,,屏東縣,九如鄉
水果,7,檸檬,,屏東縣,里港鄉
水果,7,檸檬,,屏東縣,高樹鄉
水果,7,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,7,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,7,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,7,香蕉,北蕉及新北蕉,南投縣,南投市
水果,7,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,7,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,7,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,7,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,7,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,7,木瓜,台農2號,南投縣,草屯鎮
水果,7,木瓜,台農2號,雲林縣,林內鄉
水果,7,木瓜,台農2號,嘉義縣,中埔鄉
水果,7,木瓜,台農2號,台南市,大內區
水果,7,木瓜,台農2號,台南市,南化區
水果,7,木瓜,台農2號,台南市,玉井區
水果,7,木瓜,台農2號,台南市,楠西區
水果,7,木瓜,台農2號,高雄市,美濃區
水果,7,木瓜,台農2號,屏東縣,新埤鄉
水果,7,木瓜,台農2號,屏東縣,高樹鄉
水果,7,木瓜,台農2號,屏東縣,長治鄉
水果,7,木瓜,台農2號,屏東縣,萬巒鄉
水果,7,鳳梨,"台農4,6,13,17號",彰化縣,芬園鄉
水果,7,鳳梨,"台農4,6,13,17號",南投縣,名間鄉
水果,7,鳳梨,"台農4,6,13,17號",雲林縣,古坑鄉
水果,7,鳳梨,"台農4,6,13,17號",嘉義縣,民雄鄉
水果,7,鳳梨,"台農4,6,13,17號",台南市,關廟區
水果,7,鳳梨,"台農4,6,13,17號",台南市,山上區
水果,7,鳳梨,"台農4,6,13,17號",台南市,新化區
水果,7,鳳梨,"台農4,6,13,17號",高雄市,大樹區
水果,7,鳳梨,"台農4,6,13,17號",屏東縣,萬巒鄉
水果,7,鳳梨,"台農4,6,13,17號",屏東縣,內埔鄉
水果,7,鳳梨,"台農4,6,13,17號",屏東縣,高樹鄉
水果,7,鳳梨,"台農4,6,13,17號",屏東縣,新埤鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",彰化縣,芬園鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",南投縣,名間鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",雲林縣,古坑鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",嘉義縣,民雄鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,山上區
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,關廟區
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,新化區
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",高雄市,大樹區
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,新埤鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,高樹鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,內埔鄉
水果,7,鳳梨,"台農11,16,18,19,20,21號及開英品種",屏東縣,萬巒鄉
水果,7,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,7,葡萄,巨峰,台中市,豐原區
水果,7,葡萄,巨峰,台中市,石岡區
水果,7,葡萄,巨峰,台中市,東勢區
水果,7,葡萄,巨峰,台中市,新社區
水果,7,葡萄,巨峰,彰化縣,員林鎮
水果,7,葡萄,巨峰,彰化縣,埔心鄉
水果,7,葡萄,巨峰,彰化縣,大村鄉
水果,7,葡萄,巨峰,彰化縣,溪湖鎮
水果,7,葡萄,巨峰,南投縣,竹山鎮
水果,7,葡萄,巨峰,南投縣,信義鄉
水果,7,葡萄,巨峰,南投縣,水里鄉
水果,7,葡萄,蜜紅,彰化縣,埔心鄉
水果,7,葡萄,蜜紅,彰化縣,大村鄉
水果,7,溫帶梨,20世紀、福壽、雪梨,台中市,和平區
水果,7,溫帶梨,20世紀、福壽、雪梨,南投縣,仁愛鄉
水果,7,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,麻豆區
水果,7,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,佳里區
