日期,平均氣壓(hPa),平均氣壓(hPa)平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累計雨量(mm)
2018-12-15,1019.2,1019.2,22.0,73,16.9,280.0,1.3,1017.2,1021.0,2018-12-15 15:04:00,18.7,2018-12-15 06:21:00,57,2018-12-15 11:05:00,0.0,2018-12-15 00:00:00,0.0,2018-12-15 00:00:00,270.0,6.4,2018-12-15 08:34:00,25.8,2018-12-15 10:37:00,1021.2,12.71,8.1,0.0
2018-12-16,1017.3,1017.3,22.9,74,18.0,300.0,1.4,1014.8,1019.6,2018-12-16 15:20:00,20.9,2018-12-16 00:24:00,53,2018-12-16 10:19:00,0.0,2018-12-16 00:00:00,0.0,2018-12-16 00:00:00,280.0,6.9,2018-12-16 09:11:00,26.7,2018-12-16 10:37:00,1019.3,13.47,8.1,0.0
2018-12-17,1017.3,1017.3,21.3,66,14.6,310.0,1.4,1015.0,1019.1,2018-12-17 03:24:00,18.6,2018-12-17 06:24:00,52,2018-12-17 13:39:00,0.0,2018-12-17 00:00:00,0.0,2018-12-17 00:00:00,340.0,5.8,2018-12-17 22:21:00,25.3,2018-12-17 13:39:00,1019.3,9.89,8.5,0.0
2018-12-18,1018.6,1018.6,20.9,64,13.8,300.0,1.5,1016.3,1020.3,2018-12-18 14:21:00,18.4,2018-12-18 23:50:00,51,2018-12-18 21:22:00,0.0,2018-12-18 00:00:00,0.0,2018-12-18 00:00:00,280.0,7.3,2018-12-18 09:10:00,23.6,2018-12-18 12:09:00,1020.6,14.36,8.7,0.0
2018-12-19,1017.8,1017.8,21.0,66,14.1,310.0,1.2,1015.5,1020.7,2018-12-19 15:19:00,17.4,2018-12-19 05:19:00,42,2018-12-19 11:52:00,0.0,2018-12-19 00:00:00,0.0,2018-12-19 00:00:00,270.0,6.2,2018-12-19 09:02:00,24.9,2018-12-19 11:56:00,1019.9,14.41,8.7,0.0
2018-12-20,1014.9,1014.9,21.7,60,13.3,330.0,1.5,1012.5,1017.3,2018-12-20 15:07:00,17.4,2018-12-20 04:58:00,28,2018-12-20 12:30:00,0.0,2018-12-20 00:00:00,0.0,2018-12-20 00:00:00,290.0,6.6,2018-12-20 00:01:00,27.3,2018-12-20 12:48:00,1016.9,15.72,8.8,0.0
2018-12-21,1014.1,1014.1,22.4,60,14.1,320.0,1.2,1012.4,1016.1,2018-12-21 14:09:00,17.7,2018-12-21 07:03:00,33,2018-12-21 12:05:00,0.0,2018-12-21 00:00:00,0.0,2018-12-21 00:00:00,260.0,5.9,2018-12-21 08:52:00,28.9,2018-12-21 12:06:00,1016.1,14.92,8.4,0.0
2018-12-22,1013.9,1013.9,23.2,73,18.1,270.0,1.3,1011.9,1015.7,2018-12-22 14:40:00,18.5,2018-12-22 06:23:00,47,2018-12-22 11:03:00,0.0,2018-12-22 00:00:00,0.0,2018-12-22 00:00:00,290.0,4.8,2018-12-22 09:06:00,27.3,2018-12-22 15:37:00,1015.9,11.85,8.7,0.0
2018-12-23,1013.3,1013.3,24.4,76,19.9,270.0,1.3,1011.6,1014.8,2018-12-23 14:20:00,22.6,2018-12-24 00:00:00,64,2018-12-23 10:23:00,0.0,2018-12-23 00:00:00,0.0,2018-12-23 00:00:00,280.0,6.1,2018-12-23 08:51:00,27.0,2018-12-23 10:23:00,1015.3,9.18,6.6,0.0
2018-12-24,1012.6,1012.6,22.8,72,17.5,300.0,1.3,1010.8,1014.8,2018-12-24 14:33:00,20.4,2018-12-24 05:26:00,61,2018-12-24 11:18:00,0.0,2018-12-24 00:00:00,0.0,2018-12-24 00:00:00,280.0,6.0,2018-12-24 08:49:00,26.0,2018-12-24 11:26:00,1014.6,11.88,7.2,0.0
2018-12-25,1010.9,1010.9,23.6,69,17.7,310.0,1.4,1008.9,1012.8,2018-12-25 15:03:00,20.3,2018-12-25 06:15:00,52,2018-12-25 11:09:00,0.0,2018-12-25 00:00:00,0.0,2018-12-25 00:00:00,280.0,6.9,2018-12-25 08:40:00,27.9,2018-12-25 11:07:00,1012.9,13.52,8.3,0.0
2018-12-26,1009.6,1009.6,23.9,72,18.4,350.0,1.1,1007.3,1011.7,2018-12-26 14:32:00,20.3,2018-12-26 05:28:00,49,2018-12-26 15:06:00,0.0,2018-12-26 00:00:00,0.0,2018-12-26 00:00:00,300.0,5.8,2018-12-26 09:00:00,29.7,2018-12-26 15:31:00,1011.6,13.15,8.2,0.0
2018-12-27,1011.7,1011.7,22.4,68,16.4,310.0,1.8,1009.8,1014.3,2018-12-27 01:25:00,18.8,2018-12-27 23:58:00,57,2018-12-27 11:40:00,0.0,2018-12-27 00:00:00,0.0,2018-12-27 00:00:00,270.0,6.7,2018-12-27 23:06:00,26.5,2018-12-27 11:40:00,1013.7,10.95,6.7,0.0
2018-12-28,1016.2,1016.2,20.2,66,13.8,300.0,1.6,1013.6,1018.5,2018-12-28 02:14:00,17.3,2018-12-28 05:39:00,58,2018-12-28 10:19:00,0.0,2018-12-28 00:00:00,0.0,2018-12-28 00:00:00,280.0,6.3,2018-12-28 21:56:00,23.6,2018-12-28 14:54:00,1018.2,13.85,8.6,0.0
2018-12-29,1020.2,1020.2,18.6,62,11.1,310.0,1.8,1017.7,1022.4,2018-12-29 03:03:00,15.0,2018-12-29 06:54:00,52,2018-12-29 11:04:00,0.0,2018-12-29 00:00:00,0.0,2018-12-29 00:00:00,280.0,6.8,2018-12-29 20:28:00,22.2,2018-12-29 14:53:00,1022.2,13.98,8.3,0.0
2018-12-30,1020.4,1020.4,18.9,64,11.9,330.0,1.3,1018.3,1021.9,2018-12-30 14:03:00,15.1,2018-12-30 06:32:00,46,2018-12-30 11:49:00,0.0,2018-12-30 00:00:00,0.0,2018-12-30 00:00:00,280.0,8.1,2018-12-30 22:24:00,22.6,2018-12-30 11:48:00,1022.4,11.11,7.4,0.0
2018-12-31,1021.0,1021.0,20.2,66,13.7,320.0,1.0,1019.0,1022.5,2018-12-31 14:08:00,17.7,2018-12-31 05:54:00,52,2018-12-31 11:48:00,0.0,2018-12-31 00:00:00,0.0,2018-12-31 00:00:00,350.0,4.9,2018-12-31 09:02:00,23.3,2018-12-31 11:48:00,1023.0,7.42,7.6,0.0
